GLITTER! 4.5b1: Laser Ablation Analysis Results

G:\For Edit 2017-05-05 EMP UPDATED windoes reselected\Run 1.b
Created: Fri Sep 29 17:42:01 2017

All values are reported in ppm

GLITTER!: Trace Element Concentrations MDL filtered.
Element,STD610-1,STD610-2,612-1,612-2,BCR-2G,SCO-1,SCO-2,39-01,39-02,39-03,39-04,39-05,39-06,39-07,39-08,39-09,39-10,STD610-3,STD610-4,612-3,612-4,BCR-2G-1,SCO-1-1,SCO-2-1
Gd157,10.0540,8.71426,7.73472,8.35600,-1.42127e-005,-107.161,555.162,487.757,393.459,12.2118,149.835,39.4449,43.2148,169.783,136.542,11.2798,-111.973,4.63896,5.38010,7.15408,1.12525,-7.10637e-006,139.792,203.581
Yb172,5.28624,4.37493,6.21761,2.03778,3.51650e-005,-18.1199,416.952,52.1437,120.283,21.5643,334.641,-51.8057,-40.8265,143.151,88.7056,179.764,-43.5624,3.85497,3.84879,3.02038,0.341325,3.51650e-005,25.8884,472.366
GLITTER!: Fractionation/Uncertainty.
Element,STD610-1,STD610-2,612-1,612-2,BCR-2G,SCO-1,SCO-2,39-01,39-02,39-03,39-04,39-05,39-06,39-07,39-08,39-09,39-10,STD610-3,STD610-4,612-3,612-4,BCR-2G-1,SCO-1-1,SCO-2-1
Li7,-2.92060,-2.21036,-2.07185,-1.92305,1.34232e-005,2.73109,-1.01399,0.270266,-2.15831,-2.07507,-0.352978,0.707588,1.19046,-0.834744,0.358630,-0.668823,-1.00587,-1.36126,-1.02544,-0.259305,0.141364,6.66268e-006,0.112571,-0.554632
B11,1.66484,2.08356,2.22215,0.988180,0.000000,2.08537,3.13565,0.979570,2.56087,-0.146749,-0.613495,-0.973277,-0.520040,0.435532,-0.284161,-0.311284,-1.27126,0.485843,0.213817,0.612475,-0.873423,2.47255e-006,0.0989075,-1.39903
Na23,-0.723238,-0.382844,-0.381243,-0.477698,-2.66912e-006,-0.580652,1.72228,1.80383,3.70303,1.62162,2.36829,-0.104318,1.28773,3.80120,-0.0987899,-0.164336,-0.455882,-1.29857,-0.564869,-0.290840,0.499893,5.33331e-006,-0.588328,0.568200
Mg24,-0.635092,-0.412167,1.11485,0.271312,-5.73613e-006,1.31847,0.718209,1.26416,0.522977,1.25487,0.195147,-0.656033,-0.0964689,1.24293,0.281356,0.0849767,-1.10906,0.0942945,-0.000180605,-0.0347324,-0.359473,2.86107e-006,0.140955,-0.868031
Mg25,-0.340049,1.06092,0.193827,0.361517,-8.81621e-006,2.35726,1.59817,1.89612,1.80234,1.71955,1.10736,0.161754,1.02035,1.86667,-0.105929,0.363024,-0.485464,1.06724,-0.230207,1.10765,0.288197,-8.79090e-006,0.0437171,-0.0131609
Mg26,-0.819976,-1.14513,0.299827,-0.620240,0.000000,0.721185,1.16296,1.72598,2.18561,0.584312,0.0285948,0.688719,0.784840,0.712750,-0.0403409,0.778298,0.299046,-0.283284,0.586862,-0.945165,2.51893,-8.80257e-006,0.867874,0.669491
Al27,0.781816,0.389105,0.842473,0.796411,-6.64066e-006,0.986363,1.76627,-3.46764,3.23289,1.45066,5.11193,-0.183241,19.4607,1.19661,-2.80102,-7.05875,-3.99118,0.356171,0.539785,0.162073,0.281846,3.31541e-006,0.0913952,-0.285691
Si29,-1.58399,-1.01989,-0.932687,-1.36624,4.27763e-006,7.66596e-006,7.66634e-006,7.86900e-006,7.85144e-006,7.85061e-006,7.87776e-006,2.62496e-006,5.25025e-006,7.83041e-006,1.04562e-005,1.28288e-005,5.22683e-006,-0.259562,0.00931159,0.874167,0.634617,8.47538e-006,7.66581e-006,7.66597e-006
Si30,-0.607484,0.571777,0.619507,0.860292,-1.53643e-006,1.83003,2.09072,0.594215,1.12574,1.42022,0.666435,-0.123867,0.775075,0.553505,-0.0380248,0.474550,-0.606114,0.144797,0.179801,1.00377,1.02859,6.07188e-006,0.675926,0.642378
P31,0.132366,0.574843,-0.667506,-1.29150,1.93008e-006,-1.85891,0.218765,0.806367,0.605943,2.13165,0.0363848,2.15186,0.590039,1.01244,0.539141,2.36046,1.28136,0.109489,-0.108131,-1.48373,-0.154846,1.83238e-006,-1.21056,-1.28062
Ca43,0.000000,0.000000,0.000000,-2.88792e-006,0.000000,-1.41541,2.51750,0.850451,-0.0892201,0.100128,0.954079,-2.74376,0.235521,-2.15891,0.143489,0.288084,1.15791,0.000000,0.000000,0.000000,0.000000,2.40747e-006,-1.14313,1.01798
Ca44,0.444792,0.208410,0.290625,-0.135416,-2.44771e-006,1.54663,1.25686,-0.0166771,0.797537,0.152492,-0.0836643,-1.39023,-1.18858,-0.478724,-1.09833,-1.71731,0.00441175,-0.289351,-0.278012,0.0945767,-0.731252,0.000000,0.792837,-1.13293
Sc45,0.560041,0.456082,0.285320,-0.207544,-1.45555e-005,0.902459,0.455372,0.891807,0.830224,0.434353,-3.04341,1.04241,-0.681099,0.134191,-1.96446,0.280489,-0.345301,0.109282,0.480996,0.0127226,0.0748834,0.000000,-0.457570,-0.343699
Ti47,0.533175,-0.415531,-1.33781,-0.555577,0.000000,-1.22287,1.64686,-2.44162,0.289270,1.22283,2.40512,-1.17044,15.0426,0.611290,-1.65691,-2.72974,-3.45164,-0.355642,-0.279868,-0.349508,3.91490,-8.83616e-006,1.12548,-0.174689
Ti49,-0.132940,0.0879483,2.01959,-0.250710,-6.62883e-006,2.16150,2.05281,-4.35541,0.361034,1.25770,4.61749,-2.13277,14.9665,0.128303,-0.615786,-3.66663,-4.10795,1.32477,0.386001,2.51184,-0.0819905,-6.63403e-006,-0.122975,0.294860
V51,-1.08746,-0.204673,0.572372,-0.139913,-9.24737e-006,1.79221,1.26679,-5.95338,0.933266,1.22146,4.01056,-1.20363,18.6933,1.90207,-2.31654,-2.14373,-4.13257,-0.272556,-1.12390,-0.506338,-1.34728,0.000000,-0.875792,-1.88143
Cr53,-1.97573,-2.46384,-0.929249,-1.70515,-2.76439e-006,0.574973,0.0338815,-14.1719,4.44652,2.91002,0.610611,3.12603,27.2566,2.09648,-2.79778,0.687866,-7.63404,0.0631780,0.653897,-0.0190617,2.90487,-2.73204e-006,1.24009,0.793132
Mn55,-0.219330,0.392096,0.133003,-0.161551,0.000000,1.48400,1.35402,1.36607,0.281323,0.786082,-0.148476,1.57124,0.899913,1.89057,0.435578,0.867863,-0.359965,-0.475231,0.00605153,0.0274578,-0.133121,5.08617e-006,-0.975738,0.232684
Co59,-1.55371,-1.26673,-1.23436,-1.54252,-6.37464e-006,1.79740,1.11242,1.12827,1.18630,0.218262,-0.696372,0.837626,1.82046,1.97953,0.212639,0.286479,0.276938,-1.48033,-0.917417,-0.249949,-0.465268,9.49789e-006,0.428612,0.234433
Ni60,0.305107,-0.119521,-0.532986,-0.674235,-2.03462e-006,1.11232,1.92548,0.172281,0.800626,1.42646,-1.94027,-0.514908,-1.43977,-0.227651,-3.19075,-2.26006,-3.53419,-4.51108,-3.89072,-4.29860,-3.99726,0.000000,-4.78186,-5.18992
Ni62,0.723758,0.595984,-0.792856,0.666517,0.000000,5.24100,5.43102,5.35567,6.38199,5.41577,6.45021,6.96270,8.01621,9.29851,5.57466,7.97032,7.39463,6.03969,8.43386,3.30968,7.97454,5.49996e-006,11.4783,11.5848
Cu63,-0.406779,-0.719155,-0.162102,-0.684561,8.30661e-006,-1.61816,1.05475,-0.108492,4.41647,0.261314,4.80294,-2.12201,2.13582,2.23144,0.699381,1.68816,0.980188,0.343494,0.557044,0.471129,0.537410,-8.18101e-006,0.560349,1.10851
Zn66,-1.77084,-0.912251,-0.766278,-4.13269,5.84363e-006,1.26232,0.323495,2.78888,-0.819898,1.52945,1.94155,1.99089,1.87922,2.36954,0.888043,1.81754,-0.133270,-1.26222,-0.861826,0.951208,-0.541615,0.000000,1.57825,0.588607
Zn67,-2.98955,-2.12380,-0.794708,-2.46481,-5.76358e-006,-0.480974,3.30579,1.79240,2.11847,0.516376,0.345652,0.958713,1.60927,2.56497,0.293528,2.30911,1.44690,0.0632385,-1.46006,0.533213,-2.62597,-3.80721e-006,-0.427685,3.34998
Ga69,0.377205,0.399208,0.684048,0.340839,-2.72422e-006,0.698366,-1.86276,0.276292,0.975340,0.379999,5.77754,0.261868,11.2888,1.82897,-4.18025,-23.1915,-2.76507,-0.0411269,-0.319215,0.218208,-1.34980,5.43821e-006,1.59189,2.99186
Sr88,0.0273843,-0.178300,0.528013,-0.331392,1.15772e-005,1.28503,-1.66449,-1.70810,-21.4298,-3.72607,17.8004,-3.13594,1.41684,-0.243997,-4.62407,0.135945,-2.67278,0.227921,0.193396,0.218708,-0.386484,8.68336e-006,-1.89172,1.23574
Y89,-1.32073,-0.964440,-1.17478,-2.29630,1.02153e-005,0.593493,-4.38704,1.87126,-3.51200,0.335569,3.94595,-3.11803,-2.57561,2.06911,-1.54318,-2.19286,3.66379,-0.112050,-0.155138,-0.622190,-0.598650,1.02122e-005,-3.41236,3.82471
Zr90,-0.153786,-0.850084,-0.348155,-0.660488,2.60754e-006,0.00516984,6.37006,-1.86813,5.02427,-3.68445,7.84830,-8.96972,3.63739,1.08371,-6.21574,-28.0885,-3.52376,-0.0130607,-0.121600,-1.10251,-2.11551,-2.60897e-006,-1.32723,2.47417
Nb93,0.655156,0.892063,0.565957,1.01952,1.68508e-005,-0.853965,-0.335859,-1.80624,-2.63436,-0.742590,15.1222,-1.46763,4.32115,1.17981,3.16123,1.35540,1.80578,1.00396,1.28256,0.327068,1.11985,2.40371e-005,-2.11495,-3.08364
Ba135,-0.562169,-1.33293,-1.25948,1.83016,5.78266e-006,1.24417,2.90596,-2.18464,-41.3122,-36.2475,7.01251,-3.76746,-1.25145,0.376798,-2.02924,-28.6547,1.36957,1.00715,0.254523,-1.59636,-0.389802,0.000000,-1.01110,0.307131
Ba137,0.190079,-0.271205,-0.959353,-1.08847,-2.89918e-006,3.02944,-2.39824,2.04638,-6.77439,-14.7403,11.3091,-2.59762,3.47933,0.117437,1.52204,-31.7400,-5.39597,0.00534916,0.220113,0.709069,1.57101,5.79763e-006,-1.27409,-2.75415
La139,-0.552501,-0.0488986,0.284803,-0.105323,4.88718e-006,-0.352700,-1.25906,0.799154,-0.549583,-1.54649,14.4001,-2.01141,-2.91382,0.334266,-5.27647,1.23530,-6.28484,0.142598,0.278430,-0.307533,-0.713928,-4.88607e-006,1.00989,-2.00700
Ce140,-0.347116,-0.126423,0.268344,-0.492517,4.64187e-006,-3.57932,0.253258,-0.706632,-5.13139,1.11118,20.3157,-1.41003,-4.32819,-9.44661,-12.1023,5.46439,-29.2310,0.124155,-0.0749202,1.04261,0.468599,6.96066e-006,-1.42875,-0.763672
Gd157,3.26248,2.82813,2.38250,2.57822,-3.60272e-006,-2.61782,2.32791,1.11425,-2.37262,-0.320700,2.94232,1.04033,0.578443,5.34490,3.33556,0.620230,-2.49816,1.50467,1.74551,2.17901,0.342171,-1.78581e-006,3.41494,3.52136
Yb172,1.72945,1.43122,1.96868,0.645440,8.66983e-006,-0.404261,2.74132,0.713382,3.59391,-1.33394,1.70390,-1.35376,-1.15060,3.14288,2.33955,3.20297,-0.835155,1.25678,1.25478,0.946626,0.106887,8.33819e-006,-0.104577,2.74880
