GLITTER! 4.5b1: Laser Ablation Analysis Results

G:\LA data with updated GEOREM standards 29.09.17\For edit 2017-05-04 EMP UPDATED windows reselected BCR-2G standard\run4.b
Created: Thu Oct 05 15:51:01 2017

All values are reported in ppm

GLITTER!: Trace Element Concentrations MDL filtered.
Element,STD610-17,STD610-18,612-17,612-18,BCR-2g-09,SCO-1-09,SCO-2-09,4-01,4-02,4-03,4-04,4-05,4-06,4-07,4-08,4-09,4-10,STD610-19,STD610-20,612-19,612-20,BCR-2g-10,SCO-1-10,SCO-2-10,BCR-2g-10a
V51,-16.2818,-17.6366,-13.2644,-13.5748,1.43612e-005,1.26254,-1.12573,-4.33875,-5.19838,-4.34647,0.667584,-1.71703,-0.986156,-5.13857,-6.56744,-1.45076,-3.13665,-16.5745,-14.8897,-15.2508,-13.9457,32.5940,-2.65081,-3.61715,0.000000
Cr53,-20.7632,-22.4717,-17.2758,-20.8600,-1.12197e-005,-5.96817,-6.38010,-4.43721,-8.88986,-6.10873,-2.36278,-6.08906,-12.3159,-9.23283,-5.53974,-4.83454,-7.04269,-22.4366,-22.6145,-20.7465,-16.5357,-19.0820,-9.52174,-8.05466,0.000000
Mn55,-10.4610,-8.36665,-6.71379,-7.13395,-2.36265e-005,-0.204948,1.81368,2.32375,-1.13977,2.28517,4.29554,-0.794729,0.404927,-1.11402,1.10962,4.75020,0.828922,-12.3004,-9.28493,-8.85174,-7.71514,20.1579,-2.31425,-1.91407,0.000000
Co59,-16.8880,-17.9925,-13.1865,-14.0455,2.00774e-005,-2.41733,-2.43737,1.78374,-3.61141,-1.78600,2.93526,-2.52052,-4.56622,0.659966,0.571520,6.89179,0.588557,-13.8298,-13.8009,-15.6711,-11.1055,-5.89225,0.528367,-1.25209,-3.01160e-005
Ni60,-19.8180,-21.8897,-15.6110,-18.5638,-7.33596e-006,-3.38162,-1.91083,-1.64825,-2.50282,-4.07567,0.375835,-2.61857,-5.62613,-2.31569,-0.951918,1.53139,-3.96365,-18.0463,-16.2342,-16.8478,-19.5776,-3.14923,-2.94618,-4.39242,-3.66798e-005
Ni62,-26.9312,-24.2318,-19.1479,-17.4837,2.20079e-005,-10.0132,-3.94827,-7.00542,-6.42757,-2.26835,-3.97542,-4.78627,-1.80123,-2.17285,-4.40695,2.84437,-2.09857,-13.6398,-13.0988,-12.7872,-15.6088,25.0893,2.83596,4.04973,2.20079e-005
Cu63,33.3576,33.1323,35.2337,33.2224,-2.72478e-005,49.0648,48.7273,40.6320,31.5039,45.7314,43.0298,37.2459,30.5002,35.3437,27.0887,92.7365,26.7138,10.1462,9.62218,6.58856,2.83605,-9.96892,11.1322,4.88554,9.08262e-006
Zn66,2.77210,0.692751,6.04838,4.45928,3.05176e-005,17.6236,17.7468,21.7415,19.6564,19.6639,23.1617,17.2111,15.0088,14.8815,16.1312,19.3072,15.5995,-8.82497,-10.2565,-14.3395,-11.1959,4.73141,4.77990,2.12979,1.83106e-005
Zn67,6.01920,5.82842,7.37247,9.84807,3.66211e-005,23.2273,24.8652,31.3837,24.3328,19.7245,26.9671,23.7141,18.7244,18.4586,18.0533,21.6070,17.7280,-8.60904,-6.20737,-4.00444,-11.0721,-2.73684,3.37818,-1.92406,4.27246e-005
Ga69,-10.7314,-9.59375,-7.13309,-9.38882,0.000000,64.8699,38.3771,3.18380,1.97170,-12.1112,7.91956,17.3817,8.38107,-24.6156,-17.7615,32.5971,6.59272,-11.5799,-11.9291,-11.2895,-14.1667,12.1699,-7.53378,-5.94194,4.14641e-005
Sr88,-1.63803,-1.82707,0.432963,-2.71152,4.46164e-005,-8.91920,107.158,-37.7232,61.5041,-16.4967,-14.0030,-31.5479,36.6002,-48.0648,54.1016,-106.286,-3.64875,-3.22593,-3.71999,-2.11229,-1.07649,18.2961,1473.34,52.9398,1.78465e-005
Y89,1.88665,1.02720,3.47196,2.63127,-1.08991e-005,28.3637,-17.6118,-29.5647,31.9087,50.2863,3.82027,32.3834,29.9020,-11.7852,-77.5075,2.52207,26.2194,-2.12471,-1.57933,-0.366391,1.85091,-21.5383,22.2665,-22.4198,2.17983e-005
Zr90,0.232139,1.86864,5.08606,4.32569,-3.31713e-005,-12.2335,-21.6911,-7.14170,-122.869,-166.102,-83.0001,1.83928,-82.4419,-84.6716,-167.103,23.6554,-11.7596,-1.53863,-0.201797,0.0970901,-2.04040,0.505432,52.3887,-37.6957,1.65856e-005
Nb93,0.0984530,-1.84132,0.678249,-0.711509,0.000000,-83.8237,-111.537,42.9166,67.8147,42.0075,75.5336,-71.4104,-23.6470,-154.608,-288.662,13.2290,-18.9243,-2.84628,-3.56314,-1.39443,-0.257203,-1.38129,-753.578,-114.731,0.000000
Ba135,-4.05104,-3.66863,-5.02606,-2.34996,-2.68090e-005,-750.646,11.7123,-94.5838,-52.0359,179.093,10.0125,-82.6586,198.846,-104.337,-188.281,-4.20244,-748.226,-5.56315,-4.41791,-5.80684,-3.56256,28.1296,-429.276,-193.444,-2.68090e-005
Ba137,-2.81556,-2.39973,-0.326437,-1.64715,-3.57453e-005,93.3087,-170.295,-134.274,24.7939,-118.362,-54.7451,6.64541,100.467,-159.899,-158.865,6.71291,257.690,-4.67834,-5.84665,-2.63636,-1.99584,26.1768,199.853,-0.534338,1.78727e-005
La139,-2.89769,-2.80599,1.48899,-1.07104,1.54441e-005,435.288,67.2989,-187.124,169.391,-55.7134,-121.201,-15.8771,-139.569,29.5359,-0.747473,12.8028,-175.080,-2.22798,-1.72956,-2.41718,0.873534,18.2428,-704.519,216.465,3.08882e-005
Ce140,-6.32035,-5.58662,-3.58039,-6.23425,1.43141e-005,58.7043,-88.7896,-72.5096,-162.625,115.330,-129.545,-165.970,12.2963,-19.3893,58.8026,10.9840,-187.225,-9.41949,-6.31339,-7.93346,-6.62687,16.7946,-35.3651,97.5430,1.43141e-005
Gd157,8.15827,9.67811,12.8952,9.33677,2.13191e-005,78.0804,-3309.60,-69.1825,69.1255,-31.6317,-25.4499,-68.2047,162.283,-75.6061,25.5456,27.1739,-188.689,-1.36522,-2.24965,-1.86746,-0.137795,74.8857,-128.349,2.73556,3.55318e-005
Yb172,4.94786,5.72635,9.51757,5.74469,-3.51650e-005,-29.2213,-103.776,57.4638,-75.2860,42.2048,-40.7864,-30.5307,130.920,27.3969,-85.6530,-87.7020,15.1304,-3.43761,-4.39282,-4.34113,-0.0449775,222.066,46.1526,-34.2559,-7.03300e-006
GLITTER!: Fractionation/Uncertainty.
Element,STD610-17,STD610-18,612-17,612-18,BCR-2g-09,SCO-1-09,SCO-2-09,4-01,4-02,4-03,4-04,4-05,4-06,4-07,4-08,4-09,4-10,STD610-19,STD610-20,612-19,612-20,BCR-2g-10,SCO-1-10,SCO-2-10,BCR-2g-10a
Li7,-7.23238,-8.52269,-4.33724,-5.80342,1.02688e-005,-2.33446,-0.325015,0.111272,-1.19059,-0.757621,1.26702,0.545514,-0.0730503,-0.270158,-1.30122,1.76506,0.0443543,-7.26939,-6.59975,-5.07253,-4.90810,0.651343,-0.973112,-1.19054,0.000000
B11,-3.81725,-4.31969,-0.791912,-1.64289,-1.27194e-005,4.34969,2.86623,2.11815,0.573279,3.11119,3.16426,2.98898,2.80295,1.25579,1.41242,3.43236,3.24624,-3.06373,-2.81429,-1.34870,-1.25997,-0.153157,4.18611,3.13210,2.52142e-006
Na23,-5.36273,-5.47420,-4.30544,-5.10569,-5.35434e-006,-1.01582,-0.476860,-1.20388,-0.913941,0.139262,0.929620,-0.488394,-0.947791,-0.211090,0.523902,4.49117,0.0637139,-5.40757,-4.88177,-5.20553,-4.93521,-0.281253,0.135815,-1.44236,5.35164e-006
Mg24,-2.21492,-2.16401,-1.94363,-1.81551,8.62991e-006,2.00519,1.77031,1.41538,0.325546,1.05384,2.34216,1.34119,0.457889,0.0367541,1.20118,1.62510,1.06555,-1.86960,-1.80025,-2.30244,-1.58925,3.30270,1.57753,0.901127,8.60744e-006
Mg25,-2.05737,-2.19479,-0.00465029,-2.89341,-2.94912e-006,1.25905,1.51221,1.67343,0.362725,1.27117,2.94904,1.76747,1.22128,0.423265,1.66995,2.23887,1.63833,-1.86573,-1.56675,-1.97463,-1.39445,10.3981,1.14994,1.04516,2.94567e-006
Mg26,-2.38393,-2.60271,-0.614830,-1.99166,0.000000,0.707419,0.695597,1.46892,0.124836,0.527017,2.82922,1.33518,0.867816,0.248080,1.37274,2.10092,0.827867,-2.80097,-2.20040,-1.88944,-2.43986,6.06175,1.07627,0.382664,0.000000
Al27,0.133353,0.673999,1.01173,0.638054,-9.97666e-006,4.43949,3.96667,4.80802,3.11523,1.46028,5.17097,4.17559,4.76515,-0.132374,3.39390,4.21225,3.08950,-0.664442,-0.457806,-0.482565,0.779830,3.86942,3.96119,3.42850,-3.30861e-006
Si29,-3.19554,-3.09104,-2.15375,-3.02089,-1.44305e-005,-1.27789e-005,-1.27791e-005,-1.03596e-005,-1.25438e-005,-1.03596e-005,-1.29718e-005,-1.29877e-005,-1.03876e-005,-7.86591e-006,-7.84833e-006,-1.04452e-005,-1.03749e-005,-2.85217,-3.26273,-2.44851,-2.69296,4.86473,-7.66735e-006,-1.02232e-005,-4.25451e-006
Si30,-2.89932,-2.87077,-2.05950,-2.61420,-4.58725e-006,0.384395,0.199896,0.484695,-0.499369,0.353598,1.37611,-0.560785,-0.325522,-0.151546,0.214537,1.05739,0.0629028,-2.44622,-2.71521,-2.60426,-2.36182,-0.431159,-0.321092,-0.0793539,-4.46030e-006
P31,-1.47805,-1.88648,-0.502574,-0.729349,-1.92667e-006,-1.95151,0.182233,0.135427,0.421398,1.53429,2.08174,0.496390,0.963946,0.134772,-2.67151,0.752723,1.94697,-1.74578,-1.47254,-0.990772,-1.29163,4.14620,-1.71961,1.04295,4.64563e-006
Ca43,-6.00648e-006,-3.00288e-006,0.000000,-5.80656e-006,-4.84150e-006,1.49859,2.39755,3.40175,3.11288,3.99006,3.74250,4.35522,2.59937,3.86107,-0.174975,4.27663,4.83975,0.000000,0.000000,0.000000,2.90301e-006,3.81415e-007,-2.89833,4.18852,2.42013e-006
Ca44,-1.15148,-1.09589,0.303714,-0.883340,-7.36671e-006,2.39123,2.97536,3.49764,3.18781,4.04163,4.52572,3.73880,4.06581,1.97638,3.46010,4.41081,3.39125,-0.638611,-1.21237,-0.790934,0.00719910,1.45928,2.45928,2.10662,1.22844e-005
Sc45,0.340868,0.766828,0.627553,0.829017,0.000000,3.23809,1.61804,2.99964,2.29829,2.87865,3.11597,3.39302,2.12728,1.89428,3.42111,3.29084,3.05183,-0.0168614,-0.325650,-0.537089,-0.0110351,0.910584,1.64628,0.833720,0.000000
Ti47,-0.856047,-0.333081,0.390475,-1.23378,-4.43123e-006,1.40578,2.98880,3.88377,3.07877,3.66996,4.67591,2.85009,3.31083,-0.00483711,2.85432,3.18341,3.69337,-1.46071,-1.42237,-1.07354,-0.00630578,4.75507,1.51593,2.09773,-2.21637e-006
Ti49,-0.359680,-0.848054,0.273645,-0.172321,-8.86965e-006,-0.622577,4.65435,3.63516,2.18078,2.83036,4.45295,3.54114,3.90342,0.261481,5.02927,3.45890,2.25820,-1.44759,-0.875274,-1.25650,0.572031,2.61435,-0.215961,2.56294,-2.21821e-006
V51,-5.28315,-5.72221,-4.28225,-4.38181,4.64324e-006,0.390622,-0.361482,-1.41515,-1.69280,-1.41383,0.216233,-0.559672,-0.321416,-1.66689,-2.12429,-0.457023,-1.02481,-5.37509,-4.82841,-4.91964,-4.49846,2.07040,-0.820792,-1.15893,0.000000
Cr53,-6.67327,-7.22127,-5.27591,-6.36296,-3.03447e-006,-1.94905,-2.10217,-1.47126,-2.94688,-2.02520,-0.783512,-2.01870,-4.08336,-3.05854,-1.83500,-1.59615,-2.33540,-7.20542,-7.26190,-6.32123,-5.03319,0.924898,-3.11052,-2.65327,0.000000
Mn55,-3.40846,-2.72571,-2.17609,-2.31172,-7.67279e-006,-0.0681382,0.602986,0.772713,-0.379009,0.759883,1.42838,-0.264270,0.134651,-0.370435,0.368970,1.57933,0.275641,-4.00313,-3.02142,-2.86493,-2.49645,1.36849,-0.769405,-0.636351,0.000000
Co59,-5.45045,-5.80585,-4.22917,-4.50345,6.40942e-006,-0.801553,-0.808349,0.592094,-1.19878,-0.592829,0.974273,-0.836648,-1.51574,0.219032,0.189663,2.28504,0.195364,-4.45392,-4.44390,-5.01405,-3.55210,-0.387783,0.175184,-0.415206,-9.58294e-006
Ni60,-6.29650,-6.95210,-4.84148,-5.75500,-2.11187e-006,-1.12077,-0.633316,-0.546331,-0.829538,-1.35082,0.124573,-0.867843,-1.86458,-0.767322,-0.315448,0.507115,-1.31347,-5.69696,-5.12256,-5.18837,-6.02835,-0.154583,-0.975962,-1.45506,-1.03842e-005
Ni62,-8.65684,-7.78625,-5.30414,-4.86629,4.95448e-006,-3.32115,-1.30986,-2.32499,-2.13267,-0.752670,-1.31999,-1.58829,-0.597744,-0.720428,-1.46213,0.939502,-0.696436,-4.36946,-4.19547,-3.52228,-4.31022,0.305308,0.940345,1.34311,4.80236e-006
Cu63,10.9957,10.9161,11.4935,10.8314,-8.83478e-006,11.5862,14.8685,12.9385,9.85196,14.6070,13.7230,11.7254,9.59717,11.1400,8.17704,12.3896,8.52404,3.28555,3.10772,2.10140,0.901505,-0.683099,2.57375,1.48660,2.76883e-006
Zn66,0.907155,0.226617,1.93285,1.42349,9.89935e-006,5.75400,5.81835,7.18109,6.49630,6.49530,7.64959,5.68510,4.96011,4.90915,5.32397,6.29115,5.15294,-2.86945,-3.33313,-4.54962,-3.55066,0.324444,1.55931,0.697471,5.87403e-006
Zn67,1.97226,1.90932,2.18868,2.92083,1.17563e-005,7.08030,7.71750,10.0887,7.84428,6.34145,8.66197,7.62317,6.03578,5.90056,5.78796,6.52805,5.71233,-2.81519,-2.02942,-1.18215,-3.24791,-0.182846,1.02970,-0.596014,1.35812e-005
Ga69,-3.56281,-3.18490,-2.35487,-3.09924,0.000000,4.33731,5.15096,0.685331,0.401978,-2.46173,1.62941,3.74424,1.69586,-4.95351,-3.47701,2.58548,1.47495,-3.84427,-3.96003,-3.72588,-4.67537,0.603871,-0.694423,-0.712318,1.36577e-005
Sr88,-0.535318,-0.597062,0.141181,-0.884017,1.45272e-005,-0.0144518,4.38470,-3.04019,7.37007,-1.91808,-1.20991,-3.11619,3.64587,-9.63077,5.79499,9.67517,-0.320614,-1.05444,-1.21589,-0.688796,-0.350963,1.21396,0.775981,1.49198,5.81095e-006
Y89,0.601869,0.327692,1.10180,0.834788,-3.43540e-006,2.12289,-1.81117,-3.92616,3.94977,6.45810,0.507333,4.21300,3.98685,-1.49003,-9.75449,0.180397,3.54371,-0.678636,-0.504451,-0.116392,0.587764,-0.623338,1.85416,-2.38367,6.87861e-006
Zr90,0.0737035,0.593287,1.59766,1.35794,-1.04739e-005,-1.16043,-1.24569,-0.756620,-28.3372,-36.5358,-9.47999,0.447230,-8.79553,-10.3579,-51.7164,-5.80566,-1.12073,-0.489293,-0.0641733,0.0305328,-0.641241,0.0319973,4.75384,-2.44264,5.24552e-006
Nb93,0.0320577,-0.599563,0.219912,-0.230659,0.000000,-0.420834,-3.68101,0.860453,2.21782,1.36214,1.92239,-1.81347,-0.879243,-10.8255,-4.60003,-1.13930,-0.447606,-0.927919,-1.16165,-0.452547,-0.0834605,-0.0533912,-2.99115,-2.44107,0.000000
Ba135,-1.32169,-1.19680,-1.56059,-0.727378,-8.71895e-006,2.58407,0.0853031,-1.88827,-1.71733,21.6873,-0.141470,-4.82647,3.43946,-9.66435,-9.48977,0.344634,1.40199,-1.81590,-1.44185,-1.79984,-1.10214,1.51994,1.17230,-3.34602,-8.72047e-006
Ba137,-0.920402,-0.784404,-0.103620,-0.521907,-1.16478e-005,2.46095,-0.516409,-4.27006,0.740813,-14.1130,-1.33736,0.276774,2.45428,-18.5393,-9.85656,-0.822551,-0.667561,-1.53001,-1.91198,-0.836683,-0.632592,1.45420,3.45688,-0.00754987,5.82527e-006
La139,-0.938944,-0.909223,0.480115,-0.345263,4.93711e-006,2.65504,0.693014,-13.8811,49.7401,-17.7667,-9.35696,-3.77627,-24.8397,7.85504,-0.237436,-4.17646,-18.1285,-0.722719,-0.561050,-0.780098,0.281832,0.997447,-2.26298,-0.652639,9.88461e-006
Ce140,-2.07599,-1.83488,-1.17167,-2.03983,4.66864e-006,-0.0428858,0.936290,-16.5971,-46.2237,38.3670,-20.6531,-44.9702,3.87210,-6.20743,17.6377,-3.65128,-60.1877,-3.09438,-2.07394,-2.59612,-2.16827,1.00071,-0.789010,0.689577,4.66823e-006
Gd157,2.66328,3.15910,4.11232,2.97395,5.81933e-006,-0.810571,-0.948703,0.398463,0.690943,-1.98642,-0.401765,-1.95287,12.2429,-1.99405,0.682721,-2.12529,-15.7159,-0.445704,-0.734367,-0.595257,-0.0438593,1.42260,-1.06161,-0.0273433,9.66388e-006
Yb172,1.62338,1.87864,3.07944,1.85726,-9.32427e-006,-1.12415,-2.61028,1.70836,-1.60570,1.26097,-1.42480,-1.16423,1.84982,1.05095,-3.29510,-2.74332,0.762605,-1.12801,-1.44136,-1.40375,-0.0145313,-0.796714,2.09522,-1.29332,-1.85794e-006
