GLITTER! 4.5b1: Laser Ablation Analysis Results

G:\2017-05-05 EMP UPDATED windoes reselected - Do not edit pre 29.09.17 612 standard\Run 6.b
Created: Fri Sep 29 18:43:55 2017

All values are reported in ppm

GLITTER!: Trace Element Concentrations MDL filtered.
Element,STD610-11,STD610-12,612-11,612-12,BCR-2G-5,SCO-1-5,SCO-2-5,24-01,24-02,24-03,24-04,24-05,24-06,24-07,24-08,STD610-13,STD610-14,612-13,612-14,BCR-2G-6,SCO-1-6,SCO-2-6
Ni60,0.132942,-0.456871,-0.211193,0.255701,0.188807,1.85344,0.437470,-1.57996,1.77039,0.457181,1.70030,1.89531,2.03411,1.75771,1.32158,-0.0270737,-0.212171,-0.623688,0.520890,0.217988,1.16161,0.860355
Ni62,0.443934,0.398346,0.0530210,-0.119117,1.19466,2.57067,1.61328,0.873335,3.14887,0.507754,1.32320,2.14105,1.59747,1.62232,0.725984,0.683146,0.143778,0.673842,-0.581590,-0.660972,0.658541,1.08660
Cu63,-0.181686,-0.275875,0.0138434,0.0582287,-0.166954,1.12265,0.623490,-0.0582181,-1.79345,-3.58025,-0.410080,-2.97150,-4.95189,-1.05245,0.885982,-0.641090,-1.08549,-0.554886,0.473302,0.496316,-1.84723,1.21076
Zn66,-0.142685,0.214580,0.728504,-0.584173,0.508756,2.04704,1.92687,4.69742,4.54602,4.87105,3.41447,1.77652,1.23514,2.86631,3.35076,0.426031,0.226179,-0.887321,0.790949,0.249766,1.67184,1.74730
Zn67,-0.0937987,0.195968,0.0823943,-0.0855677,-0.132970,1.46042,1.83901,1.69381,2.22850,1.06699,1.68311,1.24426,2.31244,0.478602,1.26957,-0.102789,-0.438784,-0.280400,0.253567,0.0528083,0.134808,-0.255853
Ga69,-0.696935,0.429163,-0.437660,0.420147,-0.356198,1.82617,2.93282,0.953042,-6.22159,3.10245,0.308235,2.92223,3.88027,0.815692,-1.41628,-0.655930,-0.363629,-0.108043,0.0906981,0.208184,0.577788,6.15868
Sr88,-0.278526,-0.388055,-0.127864,0.129941,-1.01499,-1.15156,-0.0164514,-5.04649,-0.468950,5.30299,0.680557,-0.517428,-1.20402,-1.20802,-5.33354,0.468628,0.575222,-0.228917,0.203091,0.390778,-0.334052,3.78261
Y89,-0.177452,-0.529516,0.0720606,-0.0368789,-0.0371858,-1.11145,0.754536,2.35387,2.88946,-1.08863,-4.04268,-0.917868,-1.54298,-16.3273,1.62731,0.0452338,-0.424421,-0.648126,0.570605,0.577943,1.25917,1.49117
Zr90,0.00246233,-0.163992,-0.105684,0.139460,0.162164,-2.03870,-0.318426,1.32963,-6.56785,6.64317,0.183884,0.273681,-2.10889,11.8893,14.6431,1.22129,0.912682,-0.734013,0.647750,2.29580,-0.322609,2.37779
Nb93,-0.156443,-0.666849,0.248488,-0.188790,-1.79578,-2.87206,0.220539,-6.29981,-7.13580,10.1730,1.09915,0.585783,-20.8377,-1.26429,-0.00893279,0.668769,0.169182,-0.497316,0.454835,0.705020,-2.01956,1.84638
Ba135,-1.14508,-1.76276,0.399643,-0.289218,-1.76074,1.14983,0.440997,-4.27297,-5.40217,0.947269,0.729554,2.76417,-5.47278,2.38913,1.92229,-1.11221,-1.00644,-0.905357,0.818583,-0.424206,-0.0643122,-0.639204
Ba137,-2.85022,-2.24299,0.756162,-0.699766,-1.82678,0.461007,-1.91377,-0.537227,-1.66852,3.93567,-0.419531,-3.94477,-3.12370,3.49510,1.96615,-0.161593,-0.547084,-0.0606647,0.111409,1.65577,-0.148691,-NaN
La139,-0.124872,0.277579,-0.426485,0.472370,-1.03522,-NaN,-3.36177,-4.78983,-9.77523,-1.63343,-1.05742,-2.63068,-2.55958,-5.01658,2.68446,-0.556036,-1.06111,-1.13585,0.981812,0.587492,0.271163,-0.0926047
Ce140,-0.804934,-0.410678,0.404075,-0.385903,-1.16325,0.0546091,-0.473802,-25.6539,-27.8224,-6.67627,-1.49908,-1.68672,-0.139823,-12.9620,-7.48220,-0.659545,-0.731070,0.0647521,-0.0181025,0.171028,-1.94146,-NaN
Gd157,-0.678368,-0.673361,-0.710679,0.716419,-0.988794,-0.102479,-1.09940,2.13393,2.10575,-1.82011,2.26703,1.13549,1.62129,-0.877882,1.51857,0.773589,0.634931,-0.584577,0.477319,1.66337,0.123124,0.893718
Yb172,0.0507569,-0.0750475,0.00418557,0.0302356,0.835266,2.28973,0.657776,2.78092,-3.29519,2.61713,2.98866,-1.05635,-1.15740,-2.17838,-3.73067,0.594136,-0.193099,-0.590278,0.525348,3.75297,4.06982,-1.69574
